,name,mileage,price,owners,body,int,ext,vin,engine,tm,drive,fuel,height,length,width,gclear,wheelb,ftrackw,mpg,rtrackw
115,2017 Ford Edge,"SEL | 14,106 miles","$23,200",1,SUV,Black,Ingot Silver,2FMPK3J90HBC09896,EcoBoost 2.0L Turbo I4 245hp 275ft. lbs.,Automatic,FWD,Gasoline,"68.6""","188.1""","85.8""","7.9""","112.2""","64.8""",20 City / 29 Hwy,"64.7"""
117,2018 Honda Accord,"Touring | 26,502 miles","$27,420",1,Sedan,Black,Grey,1HGCV1F9XJA034955,1.5L Turbo I4 192hp 192ft. lbs.,Automatic,FWD,Gasoline,"57.1""","192.2""","73.3""",Unavailable,"111.4""","62.6""",29 City / 35 Hwy,"63.1"""
118,2019 Hyundai Sonata,"SE | 10,621 miles","$16,490",1,Sedan,Gray,Symphony Silver,5NPE24AF7KH767702,Theta II 2.4L I4 185hp 178ft. lbs. SULEV,Automatic,FWD,Gasoline,"58.1""","191.1""","73.4""","5.3""","110.4""","63.5""",26 City / 35 Hwy,"63.8"""
119,2019 Hyundai Sonata,"SE | 10,921 miles","$16,690",1,Sedan,Black,Quartz White Pearl,5NPE24AF1KH768845,Theta II 2.4L I4 185hp 178ft. lbs. SULEV,Automatic,FWD,Gasoline,"58.1""","191.1""","73.4""","5.3""","110.4""","63.5""",26 City / 35 Hwy,"63.8"""
121,2018 Chevrolet Trax,"LT | 21,381 miles","$15,290",1,SUV,Black,Summit White,3GNCJLSBXJL292875,Ecotec 1.4L Turbo I4 138hp 148ft. lbs.,Automatic,FWD,Gasoline,"66""","167.6""","69.9""","6.2""","100.6""","60.6""",25 City / 33 Hwy,"60.6"""
122,2019 Lexus NX 300,"Base | 19,398 miles","$30,880",1,SUV,Black,Atomic Silver,JTJYARBZ6K2122219,2.0L Turbo I4 235hp 258ft. lbs.,Automatic,FWD,Gasoline,"64.8""","182.3""","83.9""","6.9""","104.7""","62.2""",22 City / 28 Hwy,"62.2"""
124,2017 Ford Edge,"Titanium | 34,743 miles","$23,460",1,SUV,White,Ruby Red Metallic Tinted Clearcoat,2FMPK4K91HBC16330,EcoBoost 2.0L Turbo I4 245hp 275ft. lbs.,Automatic,AWD,Gasoline,"68.7""","188.1""","85.8""","8""","112.2""","64.8""",20 City / 27 Hwy,"64.7"""
125,2018 Alfa Romeo Stelvio,"Ti Sport | 17,745 miles","$32,500",1,SUV,Red,Alfa White,ZASFAKNNXJ7C23136,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
126,2018 Alfa Romeo Stelvio,"Ti | 19,130 miles","$30,280",1,Wagon,Black,Vulcano Black Metallic,ZASFAKBN5J7C02568,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
127,2018 Alfa Romeo Stelvio,"Ti | 28,405 miles","$30,200",2,SUV,Black,Alfa White,ZASFAKBN2J7B87723,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
128,2018 Alfa Romeo Stelvio,"Ti Sport | 20,714 miles","$32,700",1,Wagon,Black,Alfa White,ZASFAKNN5J7B83029,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
129,2017 INFINITI QX60,"Base | 51,592 miles","$23,720",1,SUV,Black,White,5N1DL0MNXHC544400,3.5L V6 295hp 270ft. lbs.,Automatic,FWD,Gasoline,"68.6""","200.1""","77.2""","6.5""","114.2""","65.7""",20 City / 27 Hwy,"65.7"""
130,2019 Nissan Rogue,"SL | 11,764 miles","$24,100",1,SUV,Brown,Gun Metallic,5N1AT2MT5KC791070,2.5L I4 170hp 175ft. lbs.,Other,FWD,Gasoline,"68""","184.5""","72.4""","7.8""","106.5""","62.8""",26 City / 33 Hwy,"62.8"""
131,2017 Nissan Rogue,"SV | 18,974 miles","$17,530",1,SUV,Black,White,JN8AT2MT1HW398781,2.5L I4 170hp 175ft. lbs.,Automatic,FWD,Gasoline,Unavailable,"184.5""","72.4""","7.8""","106.5""","62.8""",26 City / 33 Hwy,"62.8"""
132,2017 INFINITI QX60,"Base | 54,037 miles","$24,600",1,SUV,Tan,Hermosa Blue,5N1DL0MN7HC547741,3.5L V6 295hp 270ft. lbs.,Automatic,FWD,Gasoline,"68.6""","200.1""","77.2""","6.5""","114.2""","65.7""",20 City / 27 Hwy,"65.7"""
133,2017 Nissan Rogue Sport,"S | 15,681 miles","$16,340",1,SUV,Black,Brilliant Silver,JN1BJ1CP6HW001153,2.0L I4 141hp 147ft. lbs.,Other,FWD,Gasoline,"62.5""","172.4""","72.3""","7.4""","104.2""","62.4""",25 City / 32 Hwy,"62.2"""
134,2017 Nissan Rogue,"SV | 38,589 miles","$16,030",2,Wagon,Black,Gun Metallic,5N1AT2MT0HC889335,2.5L I4 170hp 175ft. lbs.,Automatic,FWD,Gasoline,Unavailable,"184.5""","72.4""","7.8""","106.5""","62.8""",26 City / 33 Hwy,"62.8"""
135,2017 Mazda CX-9,"Touring | 36,033 miles","$24,110",1,SUV,Black,White,JM3TCACY7H0143185,SKYACTIV-G 2.5L Turbo I4 250hp 310ft. lbs.,Automatic,FWD,Gasoline,"69""","199.4""","77.5""","8.8""","115.3""","65.3""",22 City / 28 Hwy,"65.2"""
137,2017 Nissan Rogue,"SL | 27,525 miles","$20,980",1,SUV,Black,Gun Metallic,5N1AT2MV7HC760879,2.5L I4 170hp 175ft. lbs.,Other,AWD,Gasoline,Unavailable,"184.5""","72.4""","8.2""","106.5""","62.8""",25 City / 32 Hwy,"62.8"""
139,2017 Nissan Rogue,"SL | 41,822 miles","$18,500",1,SUV,Black,Magnetic Black,5N1AT2MT7HC846773,2.5L I4 170hp 175ft. lbs.,Other,FWD,Gasoline,Unavailable,"184.5""","72.4""","7.8""","106.5""","62.8""",26 City / 33 Hwy,"62.8"""
140,2017 Nissan Rogue Sport,"SV | 17,767 miles","$16,810",1,Wagon,Black,Brown,JN1BJ1CP0HW010835,2.0L I4 141hp 147ft. lbs.,Automatic,FWD,Gasoline,"62.5""","172.4""","72.3""","7.4""","104.2""","62.4""",25 City / 32 Hwy,"62.2"""
141,2019 Kia Optima,"LX | 2,782 miles","$17,560",1,Sedan,Black,Red,5XXGT4L30KG344769,2.4L I4 185hp 178ft. lbs.,Automatic,FWD,Gasoline,"57.7""","191.1""","73.2""","5.3""","110.4""","63.5""",24 City / 33 Hwy,"63.8"""
142,2017 Subaru Forester,"2.5i Premium | 38,332 miles","$20,380",1,SUV,Gray,Quartz Blue Pearl,JF2SJAGC4HH567368,2.5L H4 170hp 174ft. lbs.,Other,AWD,Gasoline,"68.2""","181.5""","80""","8.7""","103.9""","60.9""",26 City / 32 Hwy,"61.1"""
143,2017 Nissan Rogue,"SV | 37,231 miles","$17,130",2,Wagon,Black,Silver,KNMAT2MV9HP593504,2.5L I4 170hp 175ft. lbs.,Automatic,AWD,Gasoline,Unavailable,"184.5""","72.4""","8.2""","106.5""","62.8""",25 City / 32 Hwy,"62.8"""
144,2020 Hyundai Tucson,"Value | 15,746 miles","$21,980",1,SUV,Black,Aqua Blue,KM8J3CA42LU147539,2.0L I4 161hp 150ft. lbs.,Automatic,AWD,Gasoline,"65""","176.4""","72.8""","6.4""","105.1""","63.3""",22 City / 25 Hwy,"63.8"""
145,2020 Hyundai Tucson,"SE | 14,477 miles","$19,580",1,SUV,Gray,Winter White,KM8J23A49LU114878,2.0L I4 161hp 150ft. lbs.,Automatic,FWD,Gasoline,"64.8""","176.4""","72.8""","6.4""","105.1""","63.3""",23 City / 28 Hwy,"63.8"""
146,2019 Ford Fusion,"SE | 15,801 miles","$16,630",2,Sedan,Gray,Tan,3FA6P0HD3KR114628,EcoBoost 1.5L Turbo I4 181hp 185ft. lbs.,Automatic,FWD,Gasoline,"58.1""","191.7""","83.5""",Unavailable,"112.2""","62.7""",23 City / 34 Hwy,"62.4"""
147,2020 Hyundai Tucson,"SE | 7,898 miles","$20,980",1,SUV,Gray,White,KM8J23A4XLU117871,2.0L I4 161hp 150ft. lbs.,Automatic,FWD,Gasoline,"64.8""","176.4""","72.8""","6.4""","105.1""","63.3""",23 City / 28 Hwy,"63.8"""
148,2020 Hyundai Tucson,"SE | 11,383 miles","$19,980",1,SUV,Gray,Silver,KM8J23A4XLU117255,2.0L I4 161hp 150ft. lbs.,Automatic,FWD,Gasoline,"64.8""","176.4""","72.8""","6.4""","105.1""","63.3""",23 City / 28 Hwy,"63.8"""
149,2017 Kia Cadenza,"Limited | 14,474 miles","$26,100",1,Sedan,Brown,Brown,KNALC4J13H5092977,3.3L V6 290hp 253ft. lbs.,Automatic,FWD,Gasoline,"57.9""","195.7""","73.6""","5.4""","112.4""","63.1""",20 City / 28 Hwy,"63.4"""
150,2017 Nissan Rogue,"SV | 27,281 miles","$16,390",1,SUV,Black,Midnight Jade,KNMAT2MT8HP600375,2.5L I4 170hp 175ft. lbs.,Other,FWD,Gasoline,Unavailable,"184.5""","72.4""","7.8""","106.5""","62.8""",26 City / 33 Hwy,"62.8"""
151,2017 Nissan Rogue Sport,"SL | 28,738 miles","$19,010",1,Wagon,Black,Grey,JN1BJ1CR7HW107533,2.0L I4 141hp 147ft. lbs.,Automatic,AWD,Gasoline,"63.3""","172.4""","72.3""","7.4""","104.2""","62.4""",24 City / 30 Hwy,"62.2"""
152,2019 Kia Optima,"LX | 14,425 miles","$16,720",1,Sedan,Brown,Snow White Pearl,5XXGT4L30KG378324,2.4L I4 185hp 178ft. lbs.,Automatic,FWD,Gasoline,"57.7""","191.1""","73.2""","5.3""","110.4""","63.5""",24 City / 33 Hwy,"63.8"""
153,2018 Honda Odyssey,"Elite | 46,381 miles","$33,560",1,Van Minivan,Gray,Lunar Silver Metallic,5FNRL6H99JB070331,3.5L V6 280hp 262ft. lbs.,Automatic,FWD,Gasoline,"69.6""","203.2""","92.3""",Unavailable,"118.1""","67.3""",19 City / 28 Hwy,"67.2"""
154,2017 Kia Sportage,"EX | 44,156 miles","$17,800",1,SUV,Black,Copper,KNDPN3AC6H7226184,2.4L I4 181hp 175ft. lbs.,Automatic,FWD,Gasoline,"65.2""","176.4""","73""","6.4""","105.1""","63.5""",22 City / 29 Hwy,"64"""
155,2018 Kia Sorento,"EX V6 | 19,901 miles","$23,760",1,SUV,Black,Snow White Pearl,5XYPH4A53JG349030,3.3L V6 290hp 252ft. lbs.,Automatic,FWD,Gasoline,"66.5""","187.4""","74.4""","7.3""","109.4""","64.1""",18 City / 25 Hwy,"64.5"""
156,2017 BMW 5 Series,"530i | 16,439 miles","$33,130",1,Sedan,Tan,Dark Graphite Metallic,WBAJA5C32HG897827,2.0L Turbo I4 248hp 258ft. lbs.,Automatic,RWD,Gasoline,"58.2""","194.6""","83.7""","5.7""","117.1""","63""",24 City / 34 Hwy,"63.9"""
157,2019 MINI Countryman,"Cooper S | 10,140 miles","$29,500",1,SUV,Black,Grey,WMZYT3C53K3E95799,2.0L Turbo I4 189hp 207ft. lbs.,Automatic,FWD,Gasoline,"61.3""","169.8""","78.9""","6.5""","105.1""","61.6""",23 City / 32 Hwy,"61.7"""
158,2017 BMW X3,"xDrive35i | 15,707 miles","$34,200",1,SUV,Black,Black,5UXWX7C52H0U41838,3.0L Turbo I6 300hp 300ft. lbs.,Automatic,AWD,Gasoline,"66.1""","183.6""","82.2""","8""","110.6""","62.8""",19 City / 26 Hwy,"63.4"""
159,2019 Chevrolet Equinox,"LT | 11,801 miles","$19,800",1,SUV,Black,White,3GNAXKEV5KS639400,1.5L Turbo I4 170hp 203ft. lbs.,Automatic,FWD,Gasoline,"65.4""","183.1""","72.6""",Unavailable,"107.3""","62.2""",26 City / 32 Hwy,"62.2"""
160,2017 Alfa Romeo Giulia,"Ti | 21,246 miles","$25,980",1,Sedan,Black,Black,ZARFAECN9H7542847,2.0L Turbo I4 276hp 295ft. lbs.,Automatic,RWD,Gasoline,"56.5""","182.6""","79.7""",Unavailable,"111""","61.3""",24 City / 33 Hwy,"63.9"""
161,2018 Chevrolet Trax,"LS | 29,496 miles","$13,760",1,SUV,Black,Silver Ice Metallic,KL7CJKSB5JB543190,Ecotec 1.4L Turbo I4 138hp 148ft. lbs.,Automatic,FWD,Gasoline,"64.9""","167.6""","69.9""","6.2""","100.6""","60.6""",25 City / 33 Hwy,"60.6"""
162,2019 Chevrolet Equinox,"LS | 19,995 miles","$18,230",1,SUV,Gray,Black,2GNAXHEV8K6142598,1.5L Turbo I4 170hp 203ft. lbs.,Automatic,FWD,Gasoline,"65.4""","183.1""","72.6""",Unavailable,"107.3""","62.2""",26 City / 32 Hwy,"62.2"""
163,2018 Chevrolet Trax,"LT | 12,000 miles","$16,200",1,SUV,Black,Silver Ice Metallic,KL7CJLSB7JB632202,Ecotec 1.4L Turbo I4 138hp 148ft. lbs.,Automatic,FWD,Gasoline,"66""","167.6""","69.9""","6.2""","100.6""","60.6""",25 City / 33 Hwy,"60.6"""
165,2018 Alfa Romeo Stelvio,"Sport | 17,877 miles","$28,130",1,SUV,Black,White,ZASFAKPN1J7B83770,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
166,2019 Mercedes-Benz C-Class,"C 300 | 12,548 miles","$38,910",2,Coupe,Black,Black,WDDWJ8DB5KF775370,2.0L Turbo I4 255hp 273ft. lbs.,Automatic,RWD,Gasoline,"55.3""","184.5""","79.4""","3.5""","111.8""","61.5""",22 City / 31 Hwy,"60.9"""
167,2017 Toyota RAV4,"XLE | 30,687 miles","$20,440",1,SUV,Black,Barcelona Red Metallic,JTMWFREV1HJ147855,2.5L I4 176hp 172ft. lbs.,Automatic,FWD,Gasoline,"67.1""","183.5""","72.6""","6.1""","104.7""","61.8""",23 City / 30 Hwy,"61.8"""
168,2019 Kia Sorento,"L | 25,101 miles","$19,310",1,SUV,Black,Titanium Silver,5XYPG4A34KG519821,2.4L I4 185hp 178ft. lbs.,Automatic,FWD,Gasoline,"66.3""","189""","74.4""","7.3""","109.4""","64.3""",22 City / 29 Hwy,"64.7"""
169,2019 Mazda Mazda3 Sedan,"Select | 4,042 miles","$20,390",1,Sedan,Black,Soul Red Crystal Metallic,JM1BPACL4K1105072,SKYACTIV-G 2.5L I4 186hp 186ft. lbs.,Automatic,FWD,Gasoline,"56.9""","183.5""","70.7""","5.5""","107.3""","61.7""",27 City / 36 Hwy,"62.2"""
170,2018 Alfa Romeo Giulia,"Ti | 7,539 miles","$27,940",1,Sedan,Black,Maroon,ZARFAECN9J7590449,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,RWD,Gasoline,"56.5""","182.6""","79.7""",Unavailable,"111""","61.3""",24 City / 33 Hwy,"63.9"""
171,2019 Mazda CX-9,"Grand Touring | 14,684 miles","$34,600",1,SUV,Black,Soul Red Crystal Metallic,JM3TCADY4K0316070,SKYACTIV-G 2.5L Turbo I4 250hp 310ft. lbs.,Automatic,FWD,Gasoline,"69""","199.4""","77.5""","8.8""","115.3""","65.3""",22 City / 28 Hwy,"65.2"""
172,2017 Mazda Mazda6,"Grand Touring | 40,013 miles","$19,210",1,Sedan,Black,Blue,JM1GL1X56H1109548,SKYACTIV-G 2.5L I4 184hp 185ft. lbs.,Automatic,FWD,Gasoline,"57.1""","191.5""","72.4""","6.7""","111.4""","62.8""",26 City / 35 Hwy,"62.4"""
173,2015 Jeep Cherokee,"Latitude | 56,955 miles","$14,000",4,SUV,Black,Black,1C4PJLCB4FW539544,2.4L I4 180hp 171ft. lbs.,Automatic,FWD,Gasoline,"65.7""","182""","73.2""","8.7""","106.3""","62""",22 City / 31 Hwy,"61.9"""
176,2019 Volkswagen Atlas,"SE | 32,997 miles","$28,410",1,SUV,Black,Black,1V2WR2CA7KC568083,3.6L V6 276hp 266ft. lbs.,Automatic,FWD,Gasoline,"70""","198.3""","78.3""","8""","117.3""","67.2""",17 City / 24 Hwy,"67.8"""
177,2019 Nissan Murano,"Platinum | 10,657 miles","$31,830",1,SUV,Black,Black,5N1AZ2MJ5KN129958,3.5L V6 260hp 240ft. lbs.,Automatic,FWD,Gasoline,"67.8""","192.8""","75.4""","6.9""","111.2""","64.6""",20 City / 28 Hwy,"64.6"""
178,2017 Kia Soul EV,"+ | 34,926 miles","$13,760",1,SUV,Gray,Blue,KNDJX3AE7H7019160,Electric 109hp 210ft. lbs.,Automatic,FWD,Electric,"63""","163""","70.9""","5.9""","101.2""","62""",120 City / 92 Hwy,"62.4"""
180,2017 Hyundai Santa Fe Sport,"2.4L | 30,006 miles","$17,540",1,SUV,Gray,Twilight Black,5NMZU3LB4HH051183,Theta II 2.4L I4 185hp 178ft. lbs.,Automatic,FWD,Gasoline,"66.1""","185""","74""","7.3""","106.3""","64.3""",21 City / 27 Hwy,"64.7"""
181,2017 Kia Sportage,"LX | 20,109 miles","$15,980",1,SUV,Black,Sparkling Silver,KNDPM3ACXH7225915,2.4L I4 181hp 175ft. lbs.,Automatic,FWD,Gasoline,"65.2""","176.4""","73""","6.4""","105.1""","63.5""",22 City / 29 Hwy,"64"""
182,2019 Kia Sorento,"LX | 24,317 miles","$19,980",1,SUV,Black,Titanium Silver,5XYPG4A35KG540886,2.4L I4 185hp 178ft. lbs.,Automatic,FWD,Gasoline,"66.5""","189""","74.4""","7.3""","109.4""","64.3""",22 City / 29 Hwy,"64.7"""
183,2019 Toyota Sienna,"XLE 8-Passenger | 8,985 miles","$32,270",1,Van Minivan,Gray,Blizzard Pearl,5TDYZ3DC2KS998571,3.5L V6 296hp 263ft. lbs.,Automatic,FWD,Gasoline,"70.7""","200.6""","78.1""","6.5""","119.3""","67.7""",19 City / 27 Hwy,"67.7"""
184,2019 Mitsubishi Outlander Sport,"SE | 30,884 miles","$16,270",1,Wagon,Black,Black,JA4AR3AU2KU012461,2.0L I4 148hp 145ft. lbs.,Automatic,AWD,Gasoline,"64.8""","171.9""","71.3""","8.5""","105.1""","60.6""",23 City / 29 Hwy,"60.6"""
185,2019 Mitsubishi Outlander Sport,"SE | 25,413 miles","$16,830",1,SUV,Black,Mercury Gray Metallic,JA4AR3AU8KU011511,2.0L I4 148hp 145ft. lbs.,Other,AWD,Gasoline,"64.8""","171.9""","71.3""","8.5""","105.1""","60.6""",23 City / 29 Hwy,"60.6"""
186,2019 Mitsubishi Outlander Sport,"SE | 37,024 miles","$15,880",1,Wagon,Black,Grey,JA4AR3AU3KU013151,2.0L I4 148hp 145ft. lbs.,Automatic,AWD,Gasoline,"64.8""","171.9""","71.3""","8.5""","105.1""","60.6""",23 City / 29 Hwy,"60.6"""
187,2019 Chevrolet Equinox,"LT | 16,050 miles","$19,280",1,SUV,Black,Summit White,2GNAXJEV1K6160853,1.5L Turbo I4 170hp 203ft. lbs.,Automatic,FWD,Gasoline,"65.4""","183.1""","72.6""",Unavailable,"107.3""","62.2""",26 City / 32 Hwy,"62.2"""
189,2019 Dodge Journey,"GT | 29,445 miles","$18,920",1,SUV,Black,Redline 2 Pearl Coat,3C4PDDEG2KT764731,Pentastar 3.6L V6 283hp 260ft. lbs.,Automatic,AWD,Gasoline,"66.6""","192.4""","83.7""","7.2""","113.8""","61.8""",16 City / 24 Hwy,"62.3"""
191,2019 GMC Terrain,"SLT | 21,075 miles","$23,130",1,SUV,Black,Red Quartz Tintcoat,3GKALVEV4KL359973,1.5L Turbo I4 170hp 203ft. lbs.,Automatic,AWD,Gasoline,"65.4""","182.3""","72.4""","7.9""","107.3""","62.3""",24 City / 28 Hwy,"62.5"""
192,2018 Alfa Romeo Stelvio,"Base | 12,881 miles","$27,340",1,SUV,Black,Red,ZASFAKANXJ7B60870,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
193,2018 Alfa Romeo Stelvio,"Ti | 19,993 miles","$28,810",1,SUV,Black,Vulcano Black Metallic,ZASFAKBN9J7B69106,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
194,2018 Alfa Romeo Giulia,"Base | 21,016 miles","$24,900",1,Sedan,Black,Alfa Rosso,ZARFAEBNXJ7581020,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,RWD,Gasoline,"56.5""","182.6""","79.7""",Unavailable,"111""","61.3""",24 City / 33 Hwy,"63.9"""
195,2018 Alfa Romeo Giulia,"Base | 10,867 miles","$25,380",1,Sedan,Brown,Blue,ZARFAEBN5J7590739,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,RWD,Gasoline,"56.5""","182.6""","79.7""",Unavailable,"111""","61.3""",24 City / 33 Hwy,"63.9"""
197,2017 Volkswagen Golf SportWagen,"SE | 11,956 miles","$17,740",3,Wagon,Black,Silver,3VWC17AU3HM504410,1.8L Turbo I4 170hp 199ft. lbs.,Automatic,FWD,Gasoline,"58.3""","179.6""","70.8""","5.5""","103.5""","61""",25 City / 34 Hwy,"59.8"""
198,2018 Alfa Romeo Stelvio,"Ti | 24,075 miles","$29,300",1,SUV,Black,White,ZASFAKBN2J7B69660,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
199,2019 Honda Insight,"EX | 49,293 miles","$19,050",1,Sedan,Black,Lunar Silver Metallic,19XZE4F57KE029766,1.5L Hybrid I4 151hp 197ft. lbs.,Automatic,FWD,Gas/Electric Hybrid,"55.6""","183.6""","71.6""",Unavailable,"106.3""","60.9""",55 City / 49 Hwy,"61.6"""
200,2016 Chevrolet Traverse,"LT | 45,344 miles","$20,900",2,SUV,Gray,Mosaic Black Metallic,1GNKRHKD6GJ281813,3.6L V6 281hp 266ft. lbs.,Automatic,FWD,Gasoline,"69.9""","203.7""","78.5""","7.2""","118.9""","67.3""",15 City / 22 Hwy,"67.1"""
202,2019 Mitsubishi Outlander Sport,"SE | 40,869 miles","$14,700",1,SUV,Black,Rally Red Metallic,JA4AP4AUXKU015880,2.0L I4 148hp 145ft. lbs.,Other,FWD,Gasoline,"64.8""","171.9""","71.3""","8.5""","105.1""","60.6""",24 City / 30 Hwy,"60.6"""
203,2019 Dodge Journey,"GT | 43,783 miles","$16,830",1,SUV,Black,Vice White,3C4PDCEG8KT717407,Pentastar 3.6L V6 283hp 260ft. lbs.,Automatic,FWD,Gasoline,"66.6""","192.4""","83.7""","7.2""","113.8""","61.8""",17 City / 25 Hwy,"62.3"""
204,2020 Chevrolet Tahoe,"LT | 20,216 miles","$44,010",1,SUV,Black,Silver Ice Metallic,1GNSCBKC5LR216839,EcoTec3 5.3L V8 355hp 383ft. lbs.,Automatic,RWD,Gasoline,"74.4""","204""","80.5""","7.9""","116""","68.7""",15 City / 22 Hwy,"68.7"""
205,2018 Chevrolet Malibu,"Premier | 48,191 miles","$20,000",1,Sedan,Black,Grey,1G1ZE5SX9JF114277,Ecotec 2.0L Turbo I4 250hp 260ft. lbs.,Automatic,FWD,Gasoline,"57.6""","193.8""","73""",Unavailable,"111.4""","62.6""",22 City / 32 Hwy,"62.5"""
206,2016 Jeep Cherokee,"Latitude | 71,184 miles","$14,820",2,SUV,Black,Brilliant Black Crystal Pearl Coat,1C4PJLCB5GW177905,2.4L I4 180hp 171ft. lbs.,Automatic,FWD,Gasoline,"65.7""","182""","73.2""","8.7""","106.3""","62""",22 City / 31 Hwy,"61.9"""
207,2019 Volkswagen Tiguan,"2.0T SE 4Motion | 20,511 miles","$23,740",1,SUV,Black,Pure White,3VV2B7AX5KM018065,2.0L Turbo I4 184hp 221ft. lbs.,Automatic,AWD,Gasoline,"66.3""","185.1""","72.4""","7.9""","109.8""","62.2""",21 City / 29 Hwy,"61.8"""
208,2018 Audi Q3,"2.0T Premium | 21,856 miles","$24,680",1,SUV,Black,Black,WA1BCCFS2JR005671,2.0L Turbo I4 200hp 207ft. lbs.,Automatic,FWD,Gasoline,"62.6""","172.8""","79.5""","6.7""","102.5""","61.1""",20 City / 28 Hwy,"61.2"""
209,2017 INFINITI Q50,"3.0T Premium | 20,534 miles","$23,110",1,Sedan,Gray,Blue,JN1EV7AP5HM741568,3.0L Twin Turbo V6 300hp 295ft. lbs.,Automatic,RWD,Gasoline,"56.8""",Unavailable,"71.8""","5.1""","112.2""",Unavailable,20 City / 29 Hwy,Unavailable
210,2017 INFINITI QX50,"Base | 34,822 miles","$20,950",1,SUV,Black,Black,JN1BJ0RP5HM390512,3.7L V6 325hp 267ft. lbs.,Automatic,RWD,Gasoline,"62.7""","186.8""","71""","6.9""","113.4""","60.4""",17 City / 24 Hwy,"61"""
211,2017 INFINITI QX60,"Base | 36,656 miles","$27,330",1,SUV,Black,White,5N1DL0MM3HC542284,3.5L V6 295hp 270ft. lbs.,Other,AWD,Gasoline,"68.6""","200.1""","77.2""","6.5""","114.2""","65.7""",19 City / 26 Hwy,"65.7"""
212,2017 INFINITI Q70 Hybrid,"Base | 28,675 miles","$29,280",1,Sedan,Black,Grey,JN1EY1AP6HM790010,3.5L Hybrid V6 360hp 403ft. lbs.,Automatic,RWD,Gas/Electric Hybrid,"59.1""","196.1""","72.6""","6""","114.2""","62""",28 City / 33 Hwy,"61.8"""
213,2017 INFINITI QX50,"Base | 32,894 miles","$21,730",1,SUV,Black,White,JN1BJ0RP8HM383232,3.7L V6 325hp 267ft. lbs.,Automatic,RWD,Gasoline,"62.7""","186.8""","71""","6.9""","113.4""","60.4""",17 City / 24 Hwy,"61"""
214,2017 INFINITI QX50,"Base | 30,847 miles","$20,890",1,SUV,Black,Blue,JN1BJ0RP7HM384209,3.7L V6 325hp 267ft. lbs.,Automatic,RWD,Gasoline,"62.7""","186.8""","71""","6.9""","113.4""","60.4""",17 City / 24 Hwy,"61"""
215,2017 INFINITI QX60,"Base | 39,513 miles","$27,180",1,SUV,Black,Grey,5N1DL0MN2HC525579,3.5L V6 295hp 270ft. lbs.,Automatic,FWD,Gasoline,"68.6""","200.1""","77.2""","6.5""","114.2""","65.7""",20 City / 27 Hwy,"65.7"""
216,2017 INFINITI QX60,"Base | 41,127 miles","$26,380",1,SUV,Black,Black,5N1DL0MN9HC557087,3.5L V6 295hp 270ft. lbs.,Other,FWD,Gasoline,"68.6""","200.1""","77.2""","6.5""","114.2""","65.7""",20 City / 27 Hwy,"65.7"""
217,2017 INFINITI QX30,"Premium | 33,995 miles","$20,560",1,SUV,Black,Red,SJKCH5CP4HA036756,2.0L Turbo I4 208hp 258ft. lbs.,Automatic,FWD,Gasoline,"59.4""","174.2""","82""","6.8""","106.3""","61.9""",24 City / 33 Hwy,"61.9"""
218,2017 INFINITI Q50,"3.0T Premium | 26,619 miles","$22,720",1,Sedan,Black,Liquid Platinum,JN1EV7AP9HM740116,3.0L Twin Turbo V6 300hp 295ft. lbs.,Automatic,RWD,Gasoline,"56.8""",Unavailable,"71.8""","5.1""","112.2""",Unavailable,20 City / 29 Hwy,Unavailable
219,2017 INFINITI QX60,"Base | 30,185 miles","$27,030",1,SUV,Black,Hermosa Blue,5N1DL0MNXHC527841,3.5L V6 295hp 270ft. lbs.,Other,FWD,Gasoline,"68.6""","200.1""","77.2""","6.5""","114.2""","65.7""",20 City / 27 Hwy,"65.7"""
